 Document set number (Dnnn)
 |    Type (= Extract)
 |    | Target size (200, 400)
 |    | |   Document selector code (A-J)
 |    | |   | Peer summarizer code (manual[A-J] or system submission[15-31]
 |    | |   | |   Model summarizer code (A-J)
 |    | |   | |   |   Model sentences
 |    | |   | |   |   |     Peer sentences
 |    | |   | |   |   |     |    Model-only sentences
 |    | |   | |   |   |     |    |    Model and peer sentences
 |    | |   | |   |   |     |    |    |    Peer-only sentences
 |    | |   | |   |   |     |    |    |    |  Sentence precision
 |    | |   | |   |   |     |    |    |    |  |      Sentence recall
 |    | |   | |   |   |     |    |    |    |  |      |
 D116 E 200 I 24  H    8    6    7    1    5  0.167  0.125
 D116 E 200 I 25  B    8    5    7    1    4  0.200  0.125
 D116 E 200 I 25  H    8    5    7    1    4  0.200  0.125
 D116 E 200 I 28  B    8    6    7    1    5  0.167  0.125
 D116 E 200 I 28  H    8    6    6    2    4  0.333  0.250
 D116 E 200 I 29  B    8    8    8    0    8  0.000  0.000
 D116 E 200 I 29  H    8    8    8    0    8  0.000  0.000
 D116 E 200 I 31  B    8    6    8    0    6  0.000  0.000
 D116 E 200 I 31  H    8    6    7    1    5  0.167  0.125
 D116 E 400 I 16  B   17   11   17    0   11  0.000  0.000
 D116 E 400 I 16  H   17   11   17    0   11  0.000  0.000
 D116 E 400 I 19  B   17   13   14    3   10  0.231  0.176
 D116 E 400 I 19  H   17   13   15    2   11  0.154  0.118
 D116 E 400 I 20  B   17   14   15    2   12  0.143  0.118
 D116 E 400 I 20  H   17   14   16    1   13  0.071  0.059
 D116 E 400 I 21  B   17   13   14    3   10  0.231  0.176
 D116 E 400 I 21  H   17   13   15    2   11  0.154  0.118
 D116 E 400 I 22  B   17    8   17    0    8  0.000  0.000
 D116 E 400 I 22  H   17    8   17    0    8  0.000  0.000
 D116 E 400 I 24  B   17   12   14    3    9  0.250  0.176
 D116 E 400 I 24  H   17   12   14    3    9  0.250  0.176
 D116 E 400 I 25  B   17   12   14    3    9  0.250  0.176
 D116 E 400 I 25  H   17   12   14    3    9  0.250  0.176
 D116 E 400 I 28  B   17   13   15    2   11  0.154  0.118
 D116 E 400 I 28  H   17   13   14    3   10  0.231  0.176
 D116 E 400 I 29  B   17   16   15    2   14  0.125  0.118
 D116 E 400 I 29  H   17   16   16    1   15  0.062  0.059
 D116 E 400 I 31  B   17   13   15    2   11  0.154  0.118
 D116 E 400 I 31  H   17   13   15    2   11  0.154  0.118
 D117 E 200 I 16  C    8    4    8    0    4  0.000  0.000
 D117 E 200 I 16  G    8    4    8    0    4  0.000  0.000
 D117 E 200 I 19  C    8    8    4    4    4  0.500  0.500
 D117 E 200 I 19  G    8    8    7    1    7  0.125  0.125
 D117 E 200 I 20  C    8    8    7    1    7  0.125  0.125
 D117 E 200 I 20  G    8    8    7    1    7  0.125  0.125
 D117 E 200 I 21  C    8    7    4    4    3  0.571  0.500
 D117 E 200 I 21  G    8    7    7    1    6  0.143  0.125
 D117 E 200 I 22  C    8    6    8    0    6  0.000  0.000
 D117 E 200 I 22  G    8    6    8    0    6  0.000  0.000
 D117 E 200 I 24  C    8    6    5    3    3  0.500  0.375
 D117 E 200 I 24  G    8    6    7    1    5  0.167  0.125
 D117 E 200 I 25  C    8    5    8    0    5  0.000  0.000
 D117 E 200 I 25  G    8    5    8    0    5  0.000  0.000
 D117 E 200 I 28  C    8    6    5    3    3  0.500  0.375
 D117 E 200 I 28  G    8    6    8    0    6  0.000  0.000
 D117 E 200 I 29  C    8    7    8    0    7  0.000  0.000
 D117 E 200 I 29  G    8    7    8    0    7  0.000  0.000
 D117 E 200 I 31  C    8    6    6    2    4  0.333  0.250
 D117 E 200 I 31  G    8    6    8    0    6  0.000  0.000
 D117 E 400 I 16  C   16   12   13    3    9  0.250  0.188
 D117 E 400 I 16  G   18   12   17    1   11  0.083  0.056
 D117 E 400 I 19  C   16   15   10    6    9  0.400  0.375
 D117 E 400 I 19  G   18   15   18    0   15  0.000  0.000
 D117 E 400 I 20  C   16   16   14    2   14  0.125  0.125
 D117 E 400 I 20  G   18   16   16    2   14  0.125  0.111
 D117 E 400 I 21  C   16   13   12    4    9  0.308  0.250
 D117 E 400 I 21  G   18   13   17    1   12  0.077  0.056
 D117 E 400 I 22  C   16    9   16    0    9  0.000  0.000
 D117 E 400 I 22  G   18    9   18    0    9  0.000  0.000
 D117 E 400 I 24  C   16   12   12    4    8  0.333  0.250
 D117 E 400 I 24  G   18   12   15    3    9  0.250  0.167
 D117 E 400 I 25  C   16   11   14    2    9  0.182  0.125
 D117 E 400 I 25  G   18   11   18    0   11  0.000  0.000
 D117 E 400 I 28  C   16   11   12    4    7  0.364  0.250
 D117 E 400 I 28  G   18   11   17    1   10  0.091  0.056
 D117 E 400 I 29  C   16   14   15    1   13  0.071  0.062
 D117 E 400 I 29  G   18   14   16    2   12  0.143  0.111
 D117 E 400 I 31  C   16   13   13    3   10  0.231  0.188
 D117 E 400 I 31  G   18   13   16    2   11  0.154  0.111
 D118 E 200 I 16  E    6    5    6    0    5  0.000  0.000
 D118 E 200 I 16  F    8    5    8    0    5  0.000  0.000
 D118 E 200 I 19  E    6    5    6    0    5  0.000  0.000
 D118 E 200 I 19  F    8    5    8    0    5  0.000  0.000
 D118 E 200 I 20  E    6    6    6    0    6  0.000  0.000
 D118 E 200 I 20  F    8    6    8    0    6  0.000  0.000
 D118 E 200 I 21  E    6    6    5    1    5  0.167  0.167
 D118 E 200 I 21  F    8    6    7    1    5  0.167  0.125
 D118 E 200 I 22  E    6    4    6    0    4  0.000  0.000
 D118 E 200 I 22  F    8    4    8    0    4  0.000  0.000
 D118 E 200 I 24  E    6    6    4    2    4  0.333  0.333
 D118 E 200 I 24  F    8    6    7    1    5  0.167  0.125
 D118 E 200 I 25  E    6    8    6    0    8  0.000  0.000
 D118 E 200 I 25  F    8    8    6    2    6  0.250  0.250
 D118 E 200 I 28  E    6    6    6    0    6  0.000  0.000
 D118 E 200 I 28  F    8    6    8    0    6  0.000  0.000
 D118 E 200 I 29  E    6   10    6    0   10  0.000  0.000
 D118 E 200 I 29  F    8   10    8    0   10  0.000  0.000
 D118 E 200 I 31  E    6    6    4    2    4  0.333  0.333
 D118 E 200 I 31  F    8    6    6    2    4  0.333  0.250
 D118 E 400 I 16  E   13   10   12    1    9  0.100  0.077
 D118 E 400 I 16  F   16   10   16    0   10  0.000  0.000
 D118 E 400 I 19  E   13   12   10    3    9  0.250  0.231
 D118 E 400 I 19  F   16   12   13    3    9  0.250  0.188
 D118 E 400 I 20  E   13   16   12    1   15  0.062  0.077
 D118 E 400 I 20  F   16   16   14    2   14  0.125  0.125
 D118 E 400 I 21  E   13   13   11    2   11  0.154  0.154
 D118 E 400 I 21  F   16   13   14    2   11  0.154  0.125
 D118 E 400 I 22  E   13    8   13    0    8  0.000  0.000
 D118 E 400 I 22  F   16    8   16    0    8  0.000  0.000
 D118 E 400 I 24  E   13   13   11    2   11  0.154  0.154
 D118 E 400 I 24  F   16   13   13    3   10  0.231  0.188
 D118 E 400 I 25  E   13   15   13    0   15  0.000  0.000
 D118 E 400 I 25  F   16   15   13    3   12  0.200  0.188
 D118 E 400 I 28  E   13   14   12    1   13  0.071  0.077
 D118 E 400 I 28  F   16   14   14    2   12  0.143  0.125
 D118 E 400 I 29  E   13   15   10    3   12  0.200  0.231
 D118 E 400 I 29  F   16   15   15    1   14  0.067  0.062
 D118 E 400 I 31  E   13   12   10    3    9  0.250  0.231
 D118 E 400 I 31  F   16   12   14    2   10  0.167  0.125
 D119 E 200 I 16  F    6    4    5    1    3  0.250  0.167
 D119 E 200 I 16  H   10    4    9    1    3  0.250  0.100
 D119 E 200 I 19  F    6    7    4    2    5  0.286  0.333
 D119 E 200 I 19  H   10    7    8    2    5  0.286  0.200
 D119 E 200 I 20  F    6    7    6    0    7  0.000  0.000
 D119 E 200 I 20  H   10    7    9    1    6  0.143  0.100
 D119 E 200 I 21  F    6    6    5    1    5  0.167  0.167
 D119 E 200 I 21  H   10    6    9    1    5  0.167  0.100
 D119 E 200 I 22  F    6    4    6    0    4  0.000  0.000
 D119 E 200 I 22  H   10    4   10    0    4  0.000  0.000
 D119 E 200 I 24  F    6    6    4    2    4  0.333  0.333
 D119 E 200 I 24  H   10    6   10    0    6  0.000  0.000
 D119 E 200 I 25  F    6    8    6    0    8  0.000  0.000
 D119 E 200 I 25  H   10    8   10    0    8  0.000  0.000
 D119 E 200 I 28  F    6    7    5    1    6  0.143  0.167
 D119 E 200 I 28  H   10    7    9    1    6  0.143  0.100
 D119 E 200 I 29  F    6    9    5    1    8  0.111  0.167
 D119 E 200 I 29  H   10    9   10    0    9  0.000  0.000
 D119 E 200 I 31  F    6    6    4    2    4  0.333  0.333
 D119 E 200 I 31  H   10    6   10    0    6  0.000  0.000
 D119 E 400 I 16  F   11    9    6    5    4  0.556  0.455
 D119 E 400 I 16  H   16    9   13    3    6  0.333  0.188
 D119 E 400 I 19  F   11   14    5    6    8  0.429  0.545
 D119 E 400 I 19  H   16   14   12    4   10  0.286  0.250
 D119 E 400 I 20  F   11   16    8    3   13  0.188  0.273
 D119 E 400 I 20  H   16   16   14    2   14  0.125  0.125
 D119 E 400 I 21  F   11   13    5    6    7  0.462  0.545
 D119 E 400 I 21  H   16   13   12    4    9  0.308  0.250
 D119 E 400 I 22  F   11    8   11    0    8  0.000  0.000
 D119 E 400 I 22  H   16    8   16    0    8  0.000  0.000
 D119 E 400 I 24  F   11   12    6    5    7  0.417  0.455
 D119 E 400 I 24  H   16   12   13    3    9  0.250  0.188
 D119 E 400 I 25  F   11   16   11    0   16  0.000  0.000
 D119 E 400 I 25  H   16   16   14    2   14  0.125  0.125
 D119 E 400 I 28  F   11   14    6    5    9  0.357  0.455
 D119 E 400 I 28  H   16   14   14    2   12  0.143  0.125
 D119 E 400 I 29  F   11   16    9    2   14  0.125  0.182
 D119 E 400 I 29  H   16   16   14    2   14  0.125  0.125
 D119 E 400 I 31  F   11   11    7    4    7  0.364  0.364
 D119 E 400 I 31  H   16   11   14    2    9  0.182  0.125
 D120 E 200 I 16  E    6    2    6    0    2  0.000  0.000
 D120 E 200 I 16  J    6    2    6    0    2  0.000  0.000
 D120 E 200 I 19  E    6    7    6    0    7  0.000  0.000
 D120 E 200 I 19  J    6    7    5    1    6  0.143  0.167
 D120 E 200 I 20  E    6    8    5    1    7  0.125  0.167
 D120 E 200 I 20  J    6    8    6    0    8  0.000  0.000
 D120 E 200 I 21  E    6    7    5    1    6  0.143  0.167
 D120 E 200 I 21  J    6    7    6    0    7  0.000  0.000
 D120 E 200 I 22  E    6    4    6    0    4  0.000  0.000
 D120 E 200 I 22  J    6    4    6    0    4  0.000  0.000
 D120 E 200 I 24  E    6    6    4    2    4  0.333  0.333
 D120 E 200 I 24  J    6    6    6    0    6  0.000  0.000
 D120 E 200 I 25  E    6    7    5    1    6  0.143  0.167
 D120 E 200 I 25  J    6    7    6    0    7  0.000  0.000
 D120 E 200 I 28  E    6    8    6    0    8  0.000  0.000
 D120 E 200 I 28  J    6    8    5    1    7  0.125  0.167
 D120 E 200 I 29  E    6   10    6    0   10  0.000  0.000
 D120 E 200 I 29  J    6   10    5    1    9  0.100  0.167
 D120 E 200 I 31  E    6    6    6    0    6  0.000  0.000
 D120 E 200 I 31  J    6    6    6    0    6  0.000  0.000
 D120 E 400 I 16  E    6    5    5    1    4  0.200  0.167
 D120 E 400 I 16  J   15    5   15    0    5  0.000  0.000
 D120 E 400 I 19  E    6   15    6    0   15  0.000  0.000
 D120 E 400 I 19  J   15   15   12    3   12  0.200  0.200
 D120 E 400 I 20  E    6   20    5    1   19  0.050  0.167
 D120 E 400 I 20  J   15   20   14    1   19  0.050  0.067
 D120 E 400 I 21  E    6   14    3    3   11  0.214  0.500
 D120 E 400 I 21  J   15   14   12    3   11  0.214  0.200
 D120 E 400 I 22  E    6    8    6    0    8  0.000  0.000
 D120 E 400 I 22  J   15    8   15    0    8  0.000  0.000
 D120 E 400 I 24  E    6   12    3    3    9  0.250  0.500
 D120 E 400 I 24  J   15   12   14    1   11  0.083  0.067
 D120 E 400 I 25  E    6   13    4    2   11  0.154  0.333
 D120 E 400 I 25  J   15   13   15    0   13  0.000  0.000
 D120 E 400 I 28  E    6   15    6    0   15  0.000  0.000
 D120 E 400 I 28  J   15   15   14    1   14  0.067  0.067
 D120 E 400 I 29  E    6   16    6    0   16  0.000  0.000
 D120 E 400 I 29  J   15   16   15    0   16  0.000  0.000
 D120 E 400 I 31  E    6   12    6    0   12  0.000  0.000
 D120 E 400 I 31  J   15   12   14    1   11  0.083  0.067
